lr;epoch;iteration;global_iteration
2.6529535864978905e-05;6;29;503
2.6582278481012658e-05;6;30;504
2.6635021097046414e-05;6;31;505
2.6687763713080173e-05;6;32;506
2.6740506329113922e-05;6;33;507
2.679324894514768e-05;6;34;508
2.6845991561181437e-05;6;35;509
2.689873417721519e-05;6;36;510
2.695147679324895e-05;6;37;511
2.7004219409282698e-05;6;38;512
2.7056962025316458e-05;6;39;513
2.7109704641350213e-05;6;40;514
2.7162447257383966e-05;6;41;515
2.7215189873417722e-05;6;42;516
2.7267932489451474e-05;6;43;517
2.7320675105485234e-05;6;44;518
2.737341772151899e-05;6;45;519
2.7426160337552742e-05;6;46;520
2.7478902953586498e-05;6;47;521
2.7531645569620257e-05;6;48;522
2.758438818565401e-05;6;49;523
2.7637130801687766e-05;6;50;524
2.7689873417721518e-05;6;51;525
2.7742616033755274e-05;6;52;526
2.7795358649789033e-05;6;53;527
2.7848101265822786e-05;6;54;528
2.7900843881856542e-05;6;55;529
2.7953586497890294e-05;6;56;530
2.800632911392405e-05;6;57;531
2.805907172995781e-05;6;58;532
2.8111814345991562e-05;6;59;533
2.8164556962025318e-05;6;60;534
2.8217299578059074e-05;6;61;535
2.8270042194092826e-05;6;62;536
2.8322784810126586e-05;6;63;537
2.8375527426160338e-05;6;64;538
2.8428270042194094e-05;6;65;539
2.848101265822785e-05;6;66;540
2.8533755274261602e-05;6;67;541
2.858649789029536e-05;6;68;542
2.8639240506329118e-05;6;69;543
2.869198312236287e-05;6;70;544
2.8744725738396626e-05;6;71;545
2.879746835443038e-05;6;72;546
2.8850210970464138e-05;6;73;547
2.8902953586497894e-05;6;74;548
2.8955696202531646e-05;6;75;549
2.9008438818565402e-05;6;76;550
2.9061181434599155e-05;6;77;551
2.9113924050632914e-05;6;78;552
2.916666666666667e-05;6;79;553
2.9219409282700422e-05;7;1;554
2.9272151898734178e-05;7;2;555
2.9324894514767937e-05;7;3;556
2.937763713080169e-05;7;4;557
2.9430379746835446e-05;7;5;558
2.94831223628692e-05;7;6;559
2.9535864978902954e-05;7;7;560
2.9588607594936714e-05;7;8;561
2.9641350210970466e-05;7;9;562
2.9694092827004222e-05;7;10;563
2.9746835443037974e-05;7;11;564
2.979957805907173e-05;7;12;565
2.985232067510549e-05;7;13;566
2.990506329113924e-05;7;14;567
2.9957805907172998e-05;7;15;568
3.0010548523206754e-05;7;16;569
3.0063291139240506e-05;7;17;570
3.0116033755274266e-05;7;18;571
3.0168776371308015e-05;7;19;572
3.0221518987341774e-05;7;20;573
3.027426160337553e-05;7;21;574
3.0327004219409283e-05;7;22;575
3.0379746835443042e-05;7;23;576
